Serial_Number,Campaign_Name,Adset_Name,Ad_Name,Objective,Amount_Spent,Amount_Install,Amount_Purchase,Purchase_Conversion_Value,Amount_Subscribe,Subscribe_Conversion_Value,CPM,CTR,Impressions,Reporting_Date,Category
2021012300048470,20201110_艾蜜莉下載_Android_自動化廣告_軟體,Android_自動化廣告,自動化廣告,APP_INSTALLS,519,38,,,,,109.53989,1.941748,4738,20210123,FB
2021012300048471,20200922_艾蜜莉APP_IOS_下載_軟體,基本面受眾_IOS (便宜價),單一圖片_便宜價,APP_INSTALLS,72,4,,,,,118.032787,2.459016,610,20210123,FB
2021012300048472,20200922_艾蜜莉APP_IOS_下載_軟體,同學會受眾_IOS (便宜價),圖片_便宜價+紫色功能圖,APP_INSTALLS,122,9,,,,,139.269406,1.826484,876,20210123,FB
2021012300048473,20200922_艾蜜莉APP_Android_下載_軟體,同學會受眾_Android (便宜價),單一圖片_便宜價,APP_INSTALLS,134,9,,,,,151.412429,1.694915,885,20210123,FB
2021012300048474,20200922_艾蜜莉APP_IOS_下載_軟體,1%類似_艾蜜莉受眾_IOS (便宜價),單一圖片_便宜價,APP_INSTALLS,2008,147,,,1,390,118.333432,1.803288,16969,20210123,FB
2021012300048475,2020 Q4 恩如LIKE,造訪基本面粉專(180D)+排除粉專按讚,影片：年終精簡版,PAGE_LIKES,109,,,,,,140.28314,3.603604,777,20210123,FB
2021012300048476,2020 Q4 恩如LIKE,購買開啟安裝強棒APP者(180D)&TW2+排除粉專按讚,影片：年終精簡版,PAGE_LIKES,62,,,,,,196.825397,5.079365,315,20210123,FB
2021012300048477,2020 Q4 恩如LIKE,恩如類似受眾(@TW1-5%)+排除粉專按讚,影片：年終精簡版,PAGE_LIKES,54,,,,,,144.385027,4.545455,374,20210123,FB
2021012300048478,2020 Q4 恩如LIKE,恩如類似受眾(@TW5-6%)+排除粉專按讚 - 複本,影片：年終精簡版,PAGE_LIKES,456,,,,,,136.936937,2.402402,3330,20210123,FB
2021012300048479,期貨電子盤_下載_Android - 股票受眾,股票受眾_android_,股票受眾_Android,APP_INSTALLS,0,,,,,,0,0,1,20210123,FB
2021012300048480,期貨電子盤_下載_IOS - 股票受眾,股票受眾_IOS,股票受眾_IOS,APP_INSTALLS,0,,,,,,0,0,5,20210123,FB
2021012300048481,期貨電子盤_下載_Android-自動化廣告,自動化廣告_Android,自動化廣告_Android,APP_INSTALLS,122,5,,,,,94.720497,1.242236,1288,20210123,FB
2021012300048482,期貨電子盤_下載_IOS-自動化廣告,自動化廣告_IOS,自動化廣告_IOS,APP_INSTALLS,43,,,,,,103.614458,0.481928,415,20210123,FB
2021012300048483,股市爆料同學會_測試專用_20200606(下載),(理財A)股市爆料同學會_測試_Android_20201211,測試1_Android_20201211,APP_INSTALLS,99,15,,,,,76.212471,4.926867,1299,20210123,FB
2021012300048484,期貨電子盤_下載_IOS - 興趣期貨受眾,期貨受眾_IOS,期貨受眾_IOS,APP_INSTALLS,0,,,,,,0,0,3,20210123,FB
2021012300048485,20200922_艾蜜莉APP_IOS_下載_軟體,1%類似_基本面受眾_IOS (便宜價),單一圖片_便宜價,APP_INSTALLS,255,31,,,,,125.739645,2.514793,2028,20210123,FB
2021012300048486,20200922_艾蜜莉APP_IOS_下載_軟體,價值投資X艾蜜莉粉專最多職業受眾_IOS (便宜價),圖片_便宜價+紫色功能圖,APP_INSTALLS,14,3,,,,,128.440367,3.669725,109,20210123,FB
2021012300048487,股市爆料同學會_測試專用_20200606(下載),(理財A)股市爆料同學會_測試_iOS_20201217_梗圖,測試_iOS_20201217_梗圖系列,APP_INSTALLS,0,,,,,,0,0,1,20210123,FB
2021012300048488,股市爆料同學會_測試專用_20200606(下載),(理財A)股市爆料同學會_測試_Android_20201218,測試_Android_20201218,APP_INSTALLS,11,2,,,,,64.705882,4.117647,170,20210123,FB
2021012300048489,股市爆料同學會_測試專用_20200606(下載),(理財A)股市爆料同學會_熱門股清單_iOS_20201223,測試1_iOS_20201223,APP_INSTALLS,1,,,,,,100,0,10,20210123,FB
2021012300048490,股市爆料同學會_測試專用_20200606(下載),(理財A)股市爆料同學會_同學提問_iOS_20201223,測試1_iOS_20201223,APP_INSTALLS,53,10,,,,,89.225589,3.872054,594,20210123,FB
2021012300048491,大股東_自動化應用程式安裝_android,大股東_自動化受眾_android,商店頁文案圖片,APP_INSTALLS,197,26,,,,,106.199461,2.695418,1855,20210123,FB
2021012300048492,大股東_自動化應用程式安裝_iOS,大股東_自動化受眾_ios,商店頁文案圖片,APP_INSTALLS,797,72,2,26288,,,106.351748,1.534561,7494,20210123,FB
2021012300048493,大股東_手動應用程式安裝_iOS,大股東_股票興趣受眾_ios,商店頁文案圖片,APP_INSTALLS,691,56,,,,,106.800618,1.391036,6470,20210123,FB
2021012300048494,大股東_手動應用程式安裝_android,大股東_股票興趣受眾_android,商店頁文案圖片,APP_INSTALLS,201,17,,,,,113.623516,2.204635,1769,20210123,FB
2021012300048495,20200801_林恩如_iOS_下載_軟體,林恩如_IOS_20201225_60D開啟籌碼K,01,APP_INSTALLS,1194,69,1,990,3,,143.786127,3.27553,8304,20210123,FB
2021012300048496,股市爆料同學會_大眾_20201120,(大眾)股市爆料同學會_大盤漲_iOS_20201225,股市爆料同學會_大盤漲_20201225_iOS,APP_INSTALLS,14,3,,,,,70.351759,2.01005,199,20210123,FB
2021012300048497,20200801_林恩如_AOS_下載_軟體,林恩如_Android_20201225__60D開啟籌碼K,01,APP_INSTALLS,1743,119,,,,,154.98844,3.290059,11246,20210123,FB
2021012300048498,股市爆料同學會_測試專用_20200606(下載),(理財A)股市爆料同學會_測試_iOS_20201225,測試1_iOS_20201225,APP_INSTALLS,365,46,,,,,83.257299,3.946168,4384,20210123,FB
2021012300048499,股市爆料同學會_大眾_20201225(真),(大眾)股市爆料同學會_熱門股_iOS,股市爆料同學會_熱門股_20200828_iOS,APP_INSTALLS,97,17,,,,,78.415521,2.991108,1237,20210123,FB
2021012300048500,股市爆料同學會_大眾_20201225(真),(大眾)股市爆料同學會_大盤漲_iOS_20201225,股市爆料同學會_大盤漲_20201225_iOS,APP_INSTALLS,0,,,,,,0,0,1,20210123,FB
2021012300048501,股市爆料同學會_測試專用_20200606(下載),(理財A)股市爆料同學會_測試_iOS_20201231,測試1_iOS_20201231,APP_INSTALLS,46,12,,,,,72.78481,5.537975,632,20210123,FB
2021012300048502,20201231_艾蜜莉下載_IOS_自動化廣告_軟體,自動化廣告_IOS,選好股 買好價_圖片,APP_INSTALLS,509,40,,,,,103.602687,1.954,4913,20210123,FB
2021012300048503,算利教官_購買_早鳥活動,教官受眾_廣告圖片_圖片型LP,教官受眾_廣告圖片_圖片型LP,CONVERSIONS,100,,,,,,156.739812,4.858934,638,20210123,FB
2021012300048504,算利教官_購買_早鳥活動,長線受眾_廣告圖片_圖片型LP,長線受眾_廣告圖片_圖片型LP,CONVERSIONS,100,,3,9577,,,145.772595,2.186589,686,20210123,FB
2021012300048505,算利教官_購買_早鳥活動,官方受眾_廣告圖片_圖片型LP,官方受眾_廣告圖片_圖片型LP,CONVERSIONS,94,,,,,,174.397032,2.226345,539,20210123,FB
2021012300048506,算利教官_購買_早鳥活動,教官受眾_廣告圖片_動圖型LP,教官受眾_廣告圖片_動圖型LP,CONVERSIONS,93,,,,,,142.857143,3.225806,651,20210123,FB
2021012300048507,算利教官_購買_早鳥活動,長線受眾_廣告圖片_動圖型LP,長線受眾_廣告圖片_動圖型LP,CONVERSIONS,100,,,,,,130.718954,3.660131,765,20210123,FB
2021012300048508,算利教官_購買_早鳥活動,官方受眾_廣告圖片_動圖型LP,官方受眾_廣告圖片_動圖型LP,CONVERSIONS,97,,1,399,,,154.213037,3.497615,629,20210123,FB
2021012300048509,權證小哥_0105(購買)_講座_布林軌道多空特訓班,權證小哥_講座_0105(轉換)_布林軌道多空特訓班_付費直播,權證小哥_0105(轉換)_布林軌道多空特訓班,CONVERSIONS,786,,8,29816,,,98.164106,1.661047,8007,20210123,FB
2021012300048510,權證小哥_0105(購買)_講座_布林軌道多空特訓班,權證小哥_講座_0105(轉換)_布林軌道多空特訓班_彰化場,權證小哥_0105(轉換)_布林軌道多空特訓班,CONVERSIONS,216,,,,,,159.881569,1.184308,1351,20210123,FB
2021012300048511,權證小哥_0105(購買)_講座_布林軌道多空特訓班,權證小哥_講座_0105(轉換)_布林軌道多空特訓班_嘉義場,權證小哥_0105(轉換)_布林軌道多空特訓班,CONVERSIONS,217,,,,,,158.04807,1.602331,1373,20210123,FB
2021012300048512,權證小哥_0105(購買)_講座_布林軌道多空特訓班,權證小哥_講座_0105(轉換)_布林軌道多空特訓班_新竹場,權證小哥_0105(轉換)_布林軌道多空特訓班,CONVERSIONS,203,,,,,,154.490107,0.989346,1314,20210123,FB
2021012300048513,算利教官_購買_早鳥活動,官方受眾_形象影片_動圖型LP,官方受眾_形象影片_動圖型LP,CONVERSIONS,40,,,,,,273.972603,4.109589,146,20210123,FB
2021012300048514,算利教官_購買_早鳥活動,長線受眾_形象影片_動圖型LP,長線受眾_形象影片_動圖型LP,CONVERSIONS,7,,,,,,159.090909,0,44,20210123,FB
2021012300048515,算利教官_購買_早鳥活動,教官受眾_形象影片_動圖型LP,教官受眾_形象影片_動圖型LP,CONVERSIONS,273,,1,399,,,189.71508,4.586518,1439,20210123,FB
2021012300048516,算利教官_購買_早鳥活動,長線受眾_形象影片_圖片型LP,長線受眾_形象影片_圖片型LP,CONVERSIONS,53,,,,,,136.950904,5.943152,387,20210123,FB
2021012300048517,算利教官_購買_早鳥活動,官方受眾_形象影片_圖片型LP,官方受眾_形象影片_圖片型LP,CONVERSIONS,275,,1,399,,,186.820652,3.804348,1472,20210123,FB
2021012300048518,算利教官_購買_早鳥活動,教官受眾_形象影片_圖片型LP,教官受眾_形象影片_圖片型LP,CONVERSIONS,28,,,,,,164.705882,5.882353,170,20210123,FB
2021012300048519,期貨電子盤_IOS_預算手動,IOS_經濟日報受眾,IOS_經濟日報受眾_自動化廣告,APP_INSTALLS,0,,,,,,0,0,1,20210123,FB
2021012300048520,期貨電子盤_IOS_預算手動,IOS_好房網受眾,IOS_好房網受眾_自動化廣告,APP_INSTALLS,0,,,,,,0,0,1,20210123,FB
2021012300048521,期貨電子盤_IOS_預算手動,IOS_Mobile01受眾,IOS_Mobile01受眾_自動化廣告,APP_INSTALLS,0,,,,,,0,14.285714,7,20210123,FB
2021012300048522,期貨電子盤_Android_預算手動,Android_經濟日報受眾,Android_經濟日報受眾_自動化廣告,APP_INSTALLS,1,,,,,,250,0,4,20210123,FB
2021012300048523,期貨電子盤_Android_預算手動,Android_好房網受眾,Android_好房網受眾_自動化廣告,APP_INSTALLS,1,,,,,,111.111111,0,9,20210123,FB
2021012300048524,期貨電子盤_Android_預算手動,Android_Mobile01受眾,Android_Mobile01受眾_自動化廣告,APP_INSTALLS,0,,,,,,0,0,5,20210123,FB
2021012300048525,期貨電子盤_IOS_討論區受眾,IOS_同學會受眾,IOS_同學會受眾_自動化廣告,APP_INSTALLS,8,,,,,,94.117647,1.176471,85,20210123,FB
2021012300048526,期貨電子盤_Android_討論區受眾,Android_同學會受眾,Android_同學會受眾_自動化廣告,APP_INSTALLS,40,,,,,,107.816712,0.539084,371,20210123,FB
2021012300048527,20210113_阿格力_下載_Android,阿格力_自動化下載廣告_Android,基本功能介紹,APP_INSTALLS,246,42,,,,,94.180704,3.024502,2612,20210123,FB
2021012300048528,20210113_阿格力_下載_IOS,阿格力_自動化下載廣告_IOS,基本功能介紹,APP_INSTALLS,252,32,,,,,97.447796,2.281516,2586,20210123,FB
2021012300048529,20210105阿勳APP下載_iOS_軟體,IOS_外部投資興趣,財報複雜(圖),APP_INSTALLS,98,9,,,,,129.11726,1.449275,759,20210123,FB
2021012300048530,20210105阿勳APP下載_iOS_軟體,IOS_外部投資興趣,台股高檔(圖),APP_INSTALLS,847,36,,,,,130.408006,1.47806,6495,20210123,FB
2021012300048531,20210105阿勳APP下載_Android_軟體,android_外部投資興趣,財報複雜(圖),APP_INSTALLS,99,5,,,,,135.989011,2.197802,728,20210123,FB
2021012300048532,20210105阿勳APP下載_Android_軟體,android_外部投資興趣,台股高檔(圖),APP_INSTALLS,1541,57,,,,,148.515806,2.101002,10376,20210123,FB
2021012300048533,20210105阿勳APP下載_iOS_軟體,IOS_陳重銘粉專,台股高檔(圖),APP_INSTALLS,275,8,,,,,109.083697,1.309004,2521,20210123,FB
2021012300048534,20210105阿勳APP下載_iOS_軟體,IOS_陳重銘粉專,財報複雜(圖),APP_INSTALLS,69,,,,,,129.45591,0.750469,533,20210123,FB
2021012300048535,210115_股市Podcast_下載_自動_X實驗室,210115_股市Podcast_下載_自動_Android,男人素材,APP_INSTALLS,189,22,,,,,92.920354,2.359882,2034,20210123,FB
2021012300048536,股市爆料同學會_測試專用_20200606(下載),(理財A)股市爆料同學會_測試_iOS_20210115,測試1_iOS_20210115,APP_INSTALLS,27,,,,,,83.591331,3.71517,323,20210123,FB
2021012300048537,股市爆料同學會_測試專用_20200606(下載),(理財A)股市爆料同學會_測試_Android_20210115,測試1_Android_20210115,APP_INSTALLS,1,,,,,,20.833333,2.083333,48,20210123,FB
2021012300048538,林恩如2021Q1_購買_初階講座,恩如+艾蜜莉粉專互動(30-55y),素材：深紫色,CONVERSIONS,203,,,,,,231.470924,4.104903,877,20210123,FB
2021012300048539,林恩如2021Q1_購買_初階講座,TW1%&TW1%-2% 恩如+艾蜜莉粉專互動(30-55y),素材：深紫色,CONVERSIONS,11,,,,,,135.802469,0,81,20210123,FB
2021012300048540,算利教官_購買_早鳥活動,教官受眾_活動影片_圖片型LP,教官受眾_活動影片_圖片型LP,CONVERSIONS,513,,2,798,,,181.59292,2.831858,2825,20210123,FB
2021012300048541,算利教官_購買_早鳥活動,官方受眾_活動影片_圖片型LP,官方受眾_活動影片_圖片型LP,CONVERSIONS,37,,,,,,189.74359,1.538462,195,20210123,FB
2021012300048542,算利教官_購買_早鳥活動,長線受眾_活動影片_圖片型LP,長線受眾_活動影片_圖片型LP,CONVERSIONS,560,,5,14273,,,159.817352,2.996575,3504,20210123,FB
2021012300048543,版本B - 大股東_手動應用程式安裝_iOS,大股東_股票興趣受眾_ios,商店頁文案圖片,APP_INSTALLS,102,7,,,,,111.719606,1.423877,913,20210123,FB
2021012300048544,版本A - 大股東_手動應用程式安裝_iOS,大股東_股票興趣受眾_ios,商店頁文案圖片,APP_INSTALLS,97,6,,,,,111.111111,1.832761,873,20210123,FB
2021012300048545,版本B - 大股東_手動應用程式安裝_android,大股東_股票興趣受眾_android,商店頁文案圖片,APP_INSTALLS,102,8,,,,,113.207547,1.220866,901,20210123,FB
2021012300048546,版本A - 大股東_手動應用程式安裝_android,大股東_股票興趣受眾_android,商店頁文案圖片,APP_INSTALLS,100,6,,,,,110.011001,1.650165,909,20210123,FB
2021012300048547,順流小畢_0119(轉換)_經濟艙推廣,順流小畢_0119(轉換)_經濟艙推廣_小畢受眾,順流小畢_0119(轉換)_經濟艙推廣_小畢受眾,CONVERSIONS,199,,3,21876,,,133.916555,3.095559,1486,20210123,FB
2021012300048548,股市爆料同學會_大眾_20201225(真),(大眾)股市爆料同學會_測試圖_iOS,股市爆料同學會_測試圖_20210119_iOS,APP_INSTALLS,0,,,,,,0,0,1,20210123,FB
2021012300048549,2020 Q4 恩如LIKE,恩如類似受眾(@TW5-6%)+排除粉專按讚 - 複本,影片：操盤手課程影音_前半,PAGE_LIKES,687,,,,,,130.6332,2.719148,5259,20210123,FB
2021012300048550,2020 Q4 恩如LIKE,恩如類似受眾(@TW5-6%)+排除粉專按讚 - 複本,影片：操盤手課程影音_後半,PAGE_LIKES,54,,,,,,180,2.333333,300,20210123,FB
2021012300048551,2020 Q4 恩如LIKE,恩如類似受眾(@TW1-5%)+排除粉專按讚,影片：操盤手課程影音_後半,PAGE_LIKES,1098,,,,,,133.592895,3.479742,8219,20210123,FB
2021012300048552,2020 Q4 恩如LIKE,恩如類似受眾(@TW1-5%)+排除粉專按讚,影片：操盤手課程影音_前半,PAGE_LIKES,37,,,,,,147.410359,3.187251,251,20210123,FB
2021012300048553,2020 Q4 恩如LIKE,波段+(理&投&小)互動類似受眾+排除粉專按讚,影片：操盤手課程影音_前半,PAGE_LIKES,47,,,,,,117.5,4,400,20210123,FB
2021012300048554,2020 Q4 恩如LIKE,波段+(理&投&小)互動類似受眾+排除粉專按讚,影片：操盤手課程影音_後半,PAGE_LIKES,1096,,1,17900,,,120.43956,4.505495,9100,20210123,FB
2021012300048555,2020 Q4 恩如LIKE,造訪基本面粉專(180D)+排除粉專按讚,影片：操盤手課程影音_前半,PAGE_LIKES,67,,,,,,106.349206,3.015873,630,20210123,FB
2021012300048556,2020 Q4 恩如LIKE,造訪基本面粉專(180D)+排除粉專按讚,影片：操盤手課程影音_後半,PAGE_LIKES,1018,,,,,,112.598164,3.561553,9041,20210123,FB
2021012300048557,2020 Q4 恩如LIKE,購買開啟安裝強棒APP者(180D)&TW2+排除粉專按讚,影片：操盤手課程影音_前半,PAGE_LIKES,90,,,,,,179.640719,4.391218,501,20210123,FB
2021012300048558,2020 Q4 恩如LIKE,購買開啟安裝強棒APP者(180D)&TW2+排除粉專按讚,影片：操盤手課程影音_後半,PAGE_LIKES,1038,,,,,,149.39551,4.807139,6948,20210123,FB
2021012300048559,2021_Q1_艾蜜莉_IOS+Android,20210120_艾蜜莉_網站_投資,20210120_艾蜜莉_網站_投資,LINK_CLICKS,2328,67,1,3771,,,88.098392,5.263955,26425,20210123,FB
2021012300048560,林恩如2021Q1_購買_實戰講座,恩如+艾蜜莉粉專互動(30-55y),素材：紫色+金色,CONVERSIONS,345,,3,21013,,,192.845165,8.44047,1789,20210123,FB
2021012300048561,林恩如2021Q1_購買_實戰講座,瀏覽恩如報名頁者(付實+初階*3+all),素材：紫色+金色,CONVERSIONS,251,,2,20887,,,179.413867,8.220157,1399,20210123,FB
2021012300048562,20210105阿勳APP下載_iOS_軟體,IOS_外部投資興趣 (股票or價值投資),台股高檔(圖),APP_INSTALLS,169,11,,,,,133.175729,2.206462,1269,20210123,FB
2021012300048563,20210105阿勳APP下載_iOS_軟體,IOS_外部投資興趣 (股票or價值投資),財報複雜(圖),APP_INSTALLS,15,,,,,,141.509434,0,106,20210123,FB
2021012300048564,算利教官_下載_IOS,算利教官_下載_IOS,算利教官_下載_IOS,APP_INSTALLS,999,117,2,10378,,,148.175616,3.292791,6742,20210123,FB
2021012300048565,算利教官_下載_Android,算利教官_下載_Android,算利教官_下載_AOS,APP_INSTALLS,799,115,,,,,142.500446,3.121099,5607,20210123,FB
2021012400048566,武財神_點燈活動,道教興趣,道教興趣,CONVERSIONS,0,,,,,,0,0,7,20210124,FB
2021012400048567,武財神_點燈活動,過去四年已購買武德宮的受眾,過去四年已購買武德宮的類似受眾,CONVERSIONS,20,,,,,,66.225166,4.966887,302,20210124,FB
2021012400048568,武財神_點燈活動,最近活躍且有購買的類似受眾,前5%活躍類似受眾,CONVERSIONS,164,,2,798,,,137.815126,4.789916,1190,20210124,FB
2021012400048569,武財神_點燈活動,曾瀏覽武財神LP的人,曾瀏覽武財神LP的人,CONVERSIONS,298,,2,1998,,,246.688742,3.97351,1208,20210124,FB
2021012400048570,武財神_APP下載_Android_20200723,武財神__Android_25-65+_興趣_道教_自動版位,上香功能影片,APP_INSTALLS,378,28,,,,,56.041512,1.260193,6745,20210124,FB
2021012400048571,武財神_APP下載_Android_20200723,武財神__Android_25-65+_類似受眾_安裝APP_自動版位,上香功能影片,APP_INSTALLS,129,17,,,,,87.339201,2.098849,1477,20210124,FB
2021012400048572,武財神_APP下載_iOS_20200723,武財神__iOS_25-65+_興趣_道教_自動版位,上香功能影片,APP_INSTALLS,174,11,,,,,85.587801,1.721594,2033,20210124,FB
2021012400048573,武財神_APP下載_iOS_20200723,武財神__iOS_25-65+_類似受眾_安裝APP_自動版位,求籤圖片,APP_INSTALLS,76,8,,,,,111.600587,3.377386,681,20210124,FB
2021012400048574,武財神_APP下載_iOS_20200723,武財神__iOS_25-65+_類似受眾_上香_自動版位,求籤圖片,APP_INSTALLS,51,2,,,,,115.124154,2.934537,443,20210124,FB
2021012400048575,20200922_艾蜜莉APP_IOS_下載_軟體,財報投資受眾_IOS (便宜價),單一圖片_便宜價,APP_INSTALLS,244,10,,,,,118.7926,1.460565,2054,20210124,FB
2021012400048576,20200922_艾蜜莉APP_Android_下載_軟體,財報投資受眾_Android (便宜價),單一圖片_便宜價,APP_INSTALLS,681,51,,,,,126.815642,2.346369,5370,20210124,FB
2021012400048577,股市爆料同學會_Henry_自動化應用程式廣告Test_20200923_Android,股市爆料同學會_Android_20200923,股市爆料同學會_Android_20200923,APP_INSTALLS,92,18,,,,,70.878274,2.465331,1298,20210124,FB
2021012400048578,20200922_艾蜜莉APP_Android_下載_軟體,財報投資受眾_Android (股災影片),單一影片_股災影片,APP_INSTALLS,49,1,,,,,112.385321,2.981651,436,20210124,FB
2021012400048579,20200922_艾蜜莉APP_Android_下載_軟體,基本面受眾_Android (股災影片),單一影片_股災影片,APP_INSTALLS,36,2,,,,,98.901099,1.373626,364,20210124,FB
2021012400048580,20200922_艾蜜莉APP_Android_下載_軟體,基本面受眾_Android (便宜價),圖片_便宜價+紫色功能圖,APP_INSTALLS,108,8,,,,,104.956268,1.846453,1029,20210124,FB
2021012400048581,股市爆料同學會_CM粉專_20201014,(CM粉專)股市爆料同學會_影片區_iOS,股市爆料同學會_影片B_20200507_爆料TA_Android,APP_INSTALLS,0,,,,,,0,0,2,20210124,FB
2021012400048582,股市爆料同學會_CM粉專_20201014,(CM粉專)股市爆料同學會_影片區_iOS,股市爆料同學會_影片A_20200306_爆料TA_Android,APP_INSTALLS,0,,,,,,0,0,1,20210124,FB
2021012400048583,股市爆料同學會_CM粉專_20201014,(CM粉專)股市爆料同學會_熱門股_Android,股市爆料同學會_熱門股_20200828_Android,APP_INSTALLS,94,17,,,,,64.827586,4.344828,1450,20210124,FB
2021012400048584,股市爆料同學會_CM粉專_20201014,(CM粉專)股市爆料同學會_扭蛋圖_20201014_Android,(理財A)股市爆料同學會_扭蛋圖_20200828_Android,APP_INSTALLS,0,,,,,,0,25,4,20210124,FB
2021012400048585,股市爆料同學會_CM粉專_20201014,(CM粉專)股市爆料同學會_扭蛋圖_20201014_iOS,股市爆料同學會_扭蛋圖_20200828_iOS,APP_INSTALLS,0,,,,,,0,0,3,20210124,FB
2021012400048586,2020 Q4 恩如LIKE,波段+(理&投&小)互動類似受眾+排除粉專按讚,影片：年終精簡版,PAGE_LIKES,88,,,,,,153.846154,7.167832,572,20210124,FB
2021012400048587,20201110_艾蜜莉下載_IOS_自動化廣告_軟體,IOS_自動化廣告,自動化廣告,APP_INSTALLS,708,51,,,,,102.105567,1.413326,6934,20210124,FB
2021012400048588,20201110_艾蜜莉下載_Android_自動化廣告_軟體,Android_自動化廣告,自動化廣告,APP_INSTALLS,951,53,,,,,113.511578,2.029124,8378,20210124,FB
2021012400048589,20200922_艾蜜莉APP_IOS_下載_軟體,基本面受眾_IOS (便宜價),單一圖片_便宜價,APP_INSTALLS,99,6,,,,,109.271523,2.428256,906,20210124,FB
2021012400048590,20200922_艾蜜莉APP_IOS_下載_軟體,同學會受眾_IOS (便宜價),圖片_便宜價+紫色功能圖,APP_INSTALLS,132,11,,,,,129.411765,2.254902,1020,20210124,FB
