Serial_Number,Campaign_Name,Adset_Name,Objective,Amount_Spent,Amount_Install,Amount_Purchase,Purchase_Conversion_Value,Amount_Subscribe,Subscribe_Conversion_Value,Category,Reporting_Date
2020121000085,股市爆料同學會_測試專用_20201120,(理財A)股市爆料同學會_測試2_Android _20201120,APP_INSTALLS,3,2,,,,,FB,20201210
2020121000086,股市爆料同學會_測試專用_20201120,(理財A)股市爆料同學會_測試1_iOS _20201120,APP_INSTALLS,11,,,,,,FB,20201210
2020121000087,股市爆料同學會_測試專用_20201120,(理財A)股市爆料同學會_測試2_iOS _20201120,APP_INSTALLS,15,1,,,,,FB,20201210
2020121000088,權證小哥_1124(影片互動)_當沖實戰精華班,權證小哥_1124(影片)_當沖實戰精華班_台北場,VIDEO_VIEWS,766,,5,14746,,,FB,20201210
2020121000089,權證小哥_1124(影片互動)_當沖實戰精華班,權證小哥_1124(影片)_當沖實戰精華班_高雄場,VIDEO_VIEWS,492,,,,,,FB,20201210
2020121000090,權證小哥_1124(影片互動)_當沖實戰精華班,權證小哥_1124(影片)_當沖實戰精華班_台中場,VIDEO_VIEWS,490,,,,,,FB,20201210
2020121000091,權證小哥_1124(影片互動)_當沖實戰精華班,權證小哥_1124(影片)_當沖實戰精華班_付費直播,VIDEO_VIEWS,786,,1,3590,,,FB,20201210
2020121000092,20200922_艾蜜莉APP_IOS_下載_軟體,1%類似_艾蜜莉受眾_IOS (便宜價),APP_INSTALLS,566,29,1,329,1,390,FB,20201210
2020121000093,股市爆料同學會_測試專用_20200606(下載),(理財A)股市爆料同學會_測試_Android _20201127(改梗圖),APP_INSTALLS,48,11,,,,,FB,20201210
2020121000094,股市爆料同學會_測試專用_20200606(下載),(理財A)股市爆料同學會_測試_iOS_20201127,APP_INSTALLS,281,50,1,8388,,,FB,20201210
2020121000095,20200801_林恩如_AOS_下載_軟體,林恩如_Android_20201202_強棒旺旺來訂閱1%,APP_INSTALLS,160,14,,,,,FB,20201210
2020121000096,20200801_林恩如_AOS_下載_軟體,林恩如_Android_20201202_強棒旺旺來訂閱2%,APP_INSTALLS,135,11,,,,,FB,20201210
2020121000097,20201126阿格力講座轉換(台北)_講座,基本面受眾_台北,CONVERSIONS,26,,,,,,FB,20201210
2020121000098,20201126阿格力講座轉換(台北)_講座,阿格力粉絲_台北,CONVERSIONS,26,,,,,,FB,20201210
2020121000099,20200801_林恩如_iOS_下載_軟體,林恩如_IOS_20201202_強棒旺旺來訂閱2%,APP_INSTALLS,11,,,,,,FB,20201210
20201210000100,20201126阿格力講座轉換(台北)_講座,類似阿格力受眾_台北,CONVERSIONS,580,,2,9387,,,FB,20201210
20201210000101,2020 Q4 恩如LIKE,造訪基本面粉專(180D)+排除粉專按讚,PAGE_LIKES,1220,,1,5988,,,FB,20201210
20201210000102,2020 Q4 恩如LIKE,購買開啟安裝強棒APP者(180D)&TW2+排除粉專按讚,PAGE_LIKES,1230,,,,,,FB,20201210
20201210000103,第三屆大大PM_流量_第三波,第三屆大大PM_流量_第三波_鑰匙,LINK_CLICKS,330,,,,,,FB,20201210
20201210000104,20200801_林恩如_iOS_下載_軟體,林恩如_IOS_20201204_強棒旺旺來訂閱1%,APP_INSTALLS,142,7,,,,,FB,20201210
20201210000105,2020 Q4 恩如LIKE,恩如類似受眾(@TW1-5%)+排除粉專按讚,PAGE_LIKES,1226,,,,,,FB,20201210
20201210000106,2020 Q4 恩如LIKE,恩如類似受眾(@TW5-6%)+排除粉專按讚 - 複本,PAGE_LIKES,1231,,,,,,FB,20201210
20201210000107,武財神_APP下載_iOS_20201204_樂透圖片3,武財神__Android_25-65+_類似受眾_運勢,APP_INSTALLS,114,4,,,1,90,FB,20201210
20201210000108,20200801_林恩如_iOS_下載_軟體,林恩如_IOS_20201204_強棒旺旺來訂閱1% _(積極),APP_INSTALLS,0,,,,,,FB,20201210
20201210000109,20201204股人阿勳_下載_IOS_軟體,自動化下載廣告_IOS,APP_INSTALLS,1509,58,,,,,FB,20201210
20201210000110,20201204_股人阿勳_下載_Android_軟體,自動化下載廣告_安卓,APP_INSTALLS,879,41,,,,,FB,20201210
20201210000111,股市爆料同學會_測試專用_20200606(下載),(理財A)股市爆料同學會_測試_iOS_20201204,APP_INSTALLS,637,125,,,,,FB,20201210
20201210000112,股市爆料同學會_測試專用_20200606(下載),(理財A)股市爆料同學會_測試_Android_20201204,APP_INSTALLS,120,19,,,,,FB,20201210
20201210000113,第三屆大大PM_流量_第三波,第三屆大大PM_流量_第三波_拼圖,LINK_CLICKS,287,,,,,,FB,20201210
20201210000114,期貨電子盤_下載_Android - 股票受眾,股票受眾_android_,APP_INSTALLS,24,,,,,,FB,20201210
20201210000115,期貨電子盤_下載_IOS - 股票受眾,股票受眾_IOS,APP_INSTALLS,33,2,,,,,FB,20201210
20201210000116,期貨電子盤_下載_Android-自動化廣告,自動化廣告_Android,APP_INSTALLS,50,2,,,,,FB,20201210
20201210000117,期貨電子盤_下載_IOS-自動化廣告,自動化廣告_IOS,APP_INSTALLS,96,1,1,1988,,,FB,20201210
20201210000118,2020Q4林恩如_強棒講座_轉換,受眾：恩+艾粉專廣告互動+類(1-3%),CONVERSIONS,1568,,2,2998,,,FB,20201210
20201210000119,2020Q4林恩如_強棒講座_轉換,受眾：強棒相關受眾(訂閱/開啟),CONVERSIONS,1324,,1,3590,,,FB,20201210
20201210000120,品牌內容_MB問卷_90天內互動,新廣告組合,LINK_CLICKS,303,,,,,,FB,20201210
20201210000121,第三屆大大PM_流量_第三波,第三屆大大PM_流量_第三波_科技,LINK_CLICKS,313,,,,,,FB,20201210
20201210000122,施雅棠_首購購買(年),施雅棠_首購_圖片02_圖片LP,CONVERSIONS,40,,,,,,FB,20201210
20201210000123,施雅棠_首購購買(年),施雅棠_首購_圖片02_動圖LP,CONVERSIONS,55,,3,17687,,,FB,20201210
20201210000124,施雅棠_首購購買(年),施雅棠_首購_圖片02_影片LP,CONVERSIONS,51,,,,,,FB,20201210
20201210000125,20201209_股人阿勳_洗腎直播(軟體),洗腎直播_阿勳粉絲,LINK_CLICKS,578,9,14,70625,,,FB,20201210
20201210000126,20201209_股人阿勳_洗腎直播(軟體),洗腎直播_基本面受眾,LINK_CLICKS,604,4,,,,,FB,20201210
20201210000127,20201209_股人阿勳_洗腎直播(軟體),洗腎直播_理財寶粉專_理財寶頭像,LINK_CLICKS,3818,18,9,53853,,,FB,20201210
20201210000128,施雅棠_首購購買(年),施雅棠_首購_活動影片_影片LP,CONVERSIONS,17,,1,5988,,,FB,20201210
20201210000129,施雅棠_首購購買(年),施雅棠_首購_活動影片_動圖LP,CONVERSIONS,27,,1,3888,,,FB,20201210
20201210000130,施雅棠_首購購買(年),施雅棠_首購_活動影片_圖片LP,CONVERSIONS,39,,,,,,FB,20201210
20201210000131,施雅棠_首購購買(年),施雅棠_首購_粉專貼文1209,CONVERSIONS,76,,3,19587,,,FB,20201210
20201210000132,20201210阿格力雙12銷售,阿格力粉絲,CONVERSIONS,407,,1,3771,,,FB,20201210
20201210000133,20201210阿格力雙12銷售,同學會APP受眾,CONVERSIONS,511,,1,8388,,,FB,20201210
20201210000134,20201210阿格力雙12銷售,類阿格力粉絲受眾,CONVERSIONS,1735,,9,35722,,,FB,20201210
20201211000135,武財神_APP下載_Android_20200723,武財神__Android_25-65+_興趣_道教_自動版位,APP_INSTALLS,262,25,,,,,FB,20201211
20201211000136,武財神_APP下載_Android_20200723,武財神__Android_25-65+_類似受眾_安裝APP_自動版位,APP_INSTALLS,218,24,,,,,FB,20201211
20201211000137,武財神_APP下載_iOS_20200723,武財神__iOS_25-65+_興趣_道教_自動版位,APP_INSTALLS,109,8,,,,,FB,20201211
20201211000138,武財神_APP下載_iOS_20200723,武財神__iOS_25-65+_類似受眾_安裝APP_自動版位,APP_INSTALLS,62,2,,,,,FB,20201211
20201211000139,武財神_APP下載_iOS_20200723,武財神__iOS_25-65+_類似受眾_上香_自動版位,APP_INSTALLS,24,1,,,,,FB,20201211
20201211000140,20200801_林恩如_AOS_下載_軟體,林恩如_Android_財經興趣,APP_INSTALLS,26,,,,,,FB,20201211
20201211000141,20200801_林恩如_AOS_下載_軟體,林恩如_Android_波段官網30D相似受眾,APP_INSTALLS,4,,,,,,FB,20201211
20201211000142,20200801_林恩如_AOS_下載_軟體,林恩如_Android_基本面造訪,APP_INSTALLS,0,,,,,,FB,20201211
20201211000143,20200801_林恩如_AOS_下載_軟體,林恩如_Android_林恩如相似受眾,APP_INSTALLS,26,1,,,,,FB,20201211
20201211000144,20200801_林恩如_iOS_下載_軟體,林恩如_iOS_基本面造訪,APP_INSTALLS,7,2,,,,,FB,20201211
20201211000145,20200801_林恩如_iOS_下載_軟體,林恩如_iOS_林恩如相似受眾,APP_INSTALLS,430,20,,,3,,FB,20201211
20201211000146,20200801_林恩如_iOS_下載_軟體,林恩如_iOS_波段軟體受眾,APP_INSTALLS,288,9,,,1,,FB,20201211
20201211000147,20200801_林恩如_iOS_下載_軟體,林恩如_iOS_財經興趣,APP_INSTALLS,171,10,,,1,,FB,20201211
20201211000148,20200801_林恩如_iOS_下載_軟體,林恩如_iOS_波段官網30D相似受眾,APP_INSTALLS,41,3,1,3888,,,FB,20201211
20201211000149,無聊詹_IOS_軟體,無聊詹_IOS_竹科工程師,APP_INSTALLS,0,,,,,,FB,20201211
20201211000150,無聊詹_AOS_軟體,無聊詹_AOS_粉專,APP_INSTALLS,36,4,1,1988,,,FB,20201211
20201211000151,無聊詹_IOS_軟體,無聊詹_IOS_粉專,APP_INSTALLS,19,1,,,,,FB,20201211
20201211000152,無聊詹_AOS_軟體,無聊詹_AOS_同學會,APP_INSTALLS,51,3,,,,,FB,20201211
20201211000153,無聊詹_AOS_軟體,無聊詹_AOS_籌碼K,APP_INSTALLS,4,,,,,,FB,20201211
20201211000154,無聊詹_AOS_軟體,無聊詹_AOS_無聊詹APPLL2%,APP_INSTALLS,5,,,,,,FB,20201211
20201211000155,無聊詹_IOS_軟體,無聊詹_IOS_籌碼K,APP_INSTALLS,312,16,,,,,FB,20201211
20201211000156,無聊詹_IOS_軟體,無聊詹_IOS_同學會,APP_INSTALLS,9,,,,,,FB,20201211
20201211000157,無聊詹_IOS_軟體,無聊詹_IOS_無聊詹APPLL2%,APP_INSTALLS,11,1,,,,,FB,20201211
20201211000158,武財神_APP下載_iOS_20200904,武財神__iOS_25-65+_類似受眾_運勢_自動版位,APP_INSTALLS,133,4,,,,,FB,20201211
20201211000159,無聊詹_AOS_軟體,無聊詹_AOS_商品包造訪LL2%,APP_INSTALLS,10,,,,,,FB,20201211
20201211000160,20200922_艾蜜莉APP_IOS_下載_軟體,財報投資受眾_IOS (便宜價),APP_INSTALLS,1490,89,,,,,FB,20201211
20201211000161,20200922_艾蜜莉APP_Android_下載_軟體,財報投資受眾_Android (便宜價),APP_INSTALLS,684,40,,,,,FB,20201211
20201211000162,20200922_艾蜜莉APP_IOS_下載_軟體,財報投資受眾_IOS (股災影片),APP_INSTALLS,750,47,3,14193,,,FB,20201211
20201211000163,20200922_艾蜜莉APP_Android_下載_軟體,基本面受眾_Android (便宜價),APP_INSTALLS,49,3,,,,,FB,20201211
20201211000164,丹尼爾_AOS_下載_軟體,丹尼爾_林恩如開啟,APP_INSTALLS,99,5,,,,,FB,20201211
20201211000165,丹尼爾_AOS_下載_軟體,丹尼爾_阿格力開啟,APP_INSTALLS,23,1,,,,,FB,20201211
20201211000166,丹尼爾_IOS_下載_軟體,丹尼爾_無聊詹開啟,APP_INSTALLS,40,3,1,6688,,,FB,20201211
20201211000167,丹尼爾_IOS_下載_軟體,丹尼爾_林恩如開啟,APP_INSTALLS,217,7,,,,,FB,20201211
20201211000168,丹尼爾_IOS_下載_軟體,丹尼爾_阿格力開啟,APP_INSTALLS,24,,,,,,FB,20201211
20201211000169,20200801_林恩如_AOS_下載_軟體,林恩如_Android_同學會 - 輕影片,APP_INSTALLS,122,13,,,,,FB,20201211
20201211000170,股市爆料同學會_測試專用_20200606(下載),(理財A)股市爆料同學會_測試_Android_20201014,APP_INSTALLS,0,,,,,,FB,20201211
20201211000171,股市爆料同學會_理財受眾A(非儲備受眾)_20201016,(理財A)股市爆料同學會_影片區_Android,APP_INSTALLS,5,2,,,,,FB,20201211
20201211000172,第八屆大大工程師_20201020_陌生開發,廣告Ａ版,LINK_CLICKS,692,,,,,,FB,20201211
20201211000173,第八屆大大工程師_20201027_再行銷,網站瀏覽名單,LINK_CLICKS,303,,,,,,FB,20201211
20201211000174,20200801_林恩如_iOS_下載_軟體,林恩如_iOS_同學會 - 複本,APP_INSTALLS,270,20,,,,,FB,20201211
20201211000175,20200801_林恩如_iOS_下載_軟體,林恩如_iOS_波段軟體受眾 - 複本,APP_INSTALLS,6,,,,,,FB,20201211
20201211000176,20200801_林恩如_AOS_下載_軟體,林恩如_Android_波段軟體受眾 - 輕影片,APP_INSTALLS,97,3,,,,,FB,20201211
20201211000177,權證小哥_1029(觸及)_當沖實戰精華班,權證小哥_1029(觸及)_台北當沖實戰精華班_小哥軟體受眾,REACH,135,,,,,,FB,20201211
20201211000178,權證小哥_1029(觸及)_當沖實戰精華班,權證小哥_1029(觸及)_台中當沖實戰精華班_小哥軟體受眾,REACH,116,,,,,,FB,20201211
20201211000179,權證小哥_1029(觸及)_當沖實戰精華班,權證小哥_1029(觸及)_高雄當沖實戰精華班_小哥軟體受眾,REACH,106,,1,3590,,,FB,20201211
20201211000180,權證小哥_1029(觸及)_當沖實戰精華班,權證小哥_1029(觸及)_付費直播當沖實戰精華班_小哥軟體受眾,REACH,416,,,,,,FB,20201211
20201211000181,20200801_林恩如_iOS_下載_軟體,林恩如_iOS_財經興趣 - 輕影片,APP_INSTALLS,52,1,,,,,FB,20201211
20201211000182,20200801_林恩如_AOS_下載_軟體,林恩如_Android_林恩如相似受眾 - 輕影片,APP_INSTALLS,62,2,,,,,FB,20201211
20201211000183,2020 Q4 恩如LIKE,波段+(理&投&小)互動類似受眾+排除粉專按讚,PAGE_LIKES,1161,,,,,,FB,20201211
20201211000184,第八屆大大工程師_20201103_精準組合,報名名單1%類似受眾,LINK_CLICKS,980,,,,,,FB,20201211
20201211000185,第八屆大大工程師_20201103_精準組合,報名名單1~5%類似受眾,LINK_CLICKS,972,,,,,,FB,20201211
20201211000186,股市爆料同學會_測試專用_20200606(下載),(理財A)股市爆料同學會_測試_iOS _20201106,APP_INSTALLS,0,1,,,,,FB,20201211
20201211000187,股市爆料同學會_測試專用_20200606(下載),(理財A)股市爆料同學會_測試_Android _20201106,APP_INSTALLS,0,,,,,,FB,20201211
20201211000188,20201110_艾蜜莉下載_IOS_自動化廣告_軟體,IOS_自動化廣告,APP_INSTALLS,312,23,,,,,FB,20201211
20201211000189,20201110_艾蜜莉下載_Android_自動化廣告_軟體,Android_自動化廣告,APP_INSTALLS,234,16,,,,,FB,20201211
20201211000190,股市爆料同學會_測試專用_20200606(下載),(理財A)股市爆料同學會_測試2_Android _20201113,APP_INSTALLS,0,,,,,,FB,20201211
20201211000191,股市爆料同學會_測試專用_20200606(下載),(理財A)股市爆料同學會_測試2_iOS _20201113(改梗圖),APP_INSTALLS,0,,,,,,FB,20201211
20201211000192,股市爆料同學會_測試專用_20200606(下載),(理財A)股市爆料同學會_測試_iOS _20201113,APP_INSTALLS,0,,,,,,FB,20201211
20201211000193,20200922_艾蜜莉APP_IOS_下載_軟體,基本面受眾_IOS (便宜價),APP_INSTALLS,420,19,1,5988,,,FB,20201211
