Serial_Number,Campaign_Name,Adset_Name,Ad_Name,Objective,Amount_Spent,Amount_Install,Amount_Purchase,Purchase_Conversion_Value,Amount_Subscribe,Subscribe_Conversion_Value,CPM,CTR,Impressions,Reporting_Date,Category
2021022800051608,大股東_自動化應用程式安裝_android,大股東_自動化受眾_android,商店頁文案圖片,APP_INSTALLS,203,29,,,,,75.268817,1.297738,2697,20210228,FB
2021022800051609,大股東_自動化應用程式安裝_iOS,大股東_自動化受眾_ios,商店頁文案圖片,APP_INSTALLS,402,37,,,,,100.676183,1.50263,3993,20210228,FB
2021022800051610,大股東_手動應用程式安裝_iOS,大股東_股票興趣受眾_ios,商店頁文案圖片,APP_INSTALLS,400,33,,,,,74.850299,1.029192,5344,20210228,FB
2021022800051611,大股東_手動應用程式安裝_android,大股東_股票興趣受眾_android,商店頁文案圖片,APP_INSTALLS,202,18,,,,,88.248143,1.354303,2289,20210228,FB
2021022800051612,20210113_阿格力_下載_Android,阿格力_自動化下載廣告_Android,基本功能介紹,APP_INSTALLS,252,54,,,,,83.471348,3.212984,3019,20210228,FB
2021022800051613,20210113_阿格力_下載_IOS,阿格力_自動化下載廣告_IOS,基本功能介紹,APP_INSTALLS,249,29,,,,,83.557047,2.38255,2980,20210228,FB
2021022800051614,20210105阿勳APP下載_Android_軟體,android_外部投資興趣,台股高檔(圖),APP_INSTALLS,565,21,,,,,97.869392,1.957388,5773,20210228,FB
2021022800051615,210115_股市Podcast_下載_自動_X實驗室,210115_股市Podcast_下載_自動,男人素材,APP_INSTALLS,204,29,,,,,68.456376,1.778523,2980,20210228,FB
2021022800051616,2020 Q4 恩如LIKE,恩如類似受眾(@TW5-6%)+排除粉專按讚 - 複本,影片：操盤手課程影音_前半,PAGE_LIKES,846,,,,,,124.521637,2.487489,6794,20210228,FB
2021022800051617,2020 Q4 恩如LIKE,恩如類似受眾(@TW5-6%)+排除粉專按讚 - 複本,影片：操盤手課程影音_後半,PAGE_LIKES,242,,,,,,128.929142,2.237613,1877,20210228,FB
2021022800051618,2020 Q4 恩如LIKE,恩如類似受眾(@TW1-5%)+排除粉專按讚,影片：操盤手課程影音_後半,PAGE_LIKES,802,,,,,,130.555103,2.083672,6143,20210228,FB
2021022800051619,2020 Q4 恩如LIKE,波段+(理&投&小)互動類似受眾+排除粉專按讚,影片：操盤手課程影音_後半,PAGE_LIKES,837,,,,,,128.690037,3.936039,6504,20210228,FB
2021022800051620,2020 Q4 恩如LIKE,造訪基本面粉專(180D)+排除粉專按讚,影片：操盤手課程影音_後半,PAGE_LIKES,712,,,,,,109.74106,2.635635,6488,20210228,FB
2021022800051621,2020 Q4 恩如LIKE,購買開啟安裝強棒APP者(180D)&TW2+排除粉專按讚,影片：操盤手課程影音_後半,PAGE_LIKES,794,,,,,,177.509501,3.532305,4473,20210228,FB
2021022800051622,20210105阿勳APP下載_iOS_軟體,IOS_外部投資興趣 (股票or價值投資),台股高檔(圖),APP_INSTALLS,417,22,,,,,92.666667,1.6,4500,20210228,FB
2021022800051623,20210105阿勳APP下載_iOS_軟體,IOS_外部投資興趣 (股票or價值投資),財報複雜(圖),APP_INSTALLS,22,,,,,,107.317073,1.463415,205,20210228,FB
2021022800051624,2021_Q1_艾蜜莉下載_IOS_自動化廣告,20210127_艾蜜莉_IOS,20210127_艾蜜莉下載_IOS_新舊素材,APP_INSTALLS,876,37,,,,,114.479875,1.881861,7652,20210228,FB
2021022800051625,2021_Q1_艾蜜莉下載_Android_自動化廣告,20210129_艾蜜莉下載_Android_自動化廣告,20210127_艾蜜莉下載_Android_新舊素材,APP_INSTALLS,901,54,,,,,105.975065,2.281816,8502,20210228,FB
2021022800051626,武財神_點燈活動 - 財神公仔無底座,過去四年已購買武德宮的類似受眾,過去四年已購買武德宮的類似受眾,CONVERSIONS,72,,,,,,156.862745,0.87146,459,20210228,FB
2021022800051627,武財神_點燈活動 - 財神公仔無底座,曾瀏覽武財神LP的人,曾瀏覽武財神LP的人,CONVERSIONS,10,,,,,,232.55814,2.325581,43,20210228,FB
2021022800051628,武財神_點燈活動 - 財神公仔無底座,過去4年購買武德宮的名單,過去四年曾購買武德宮,CONVERSIONS,123,,,,,,205.342237,3.505843,599,20210228,FB
2021022800051629,期貨電子盤_下載_Android - 興趣期貨受眾,期貨受眾_Android,期貨受眾_Android,APP_INSTALLS,24,4,,,,,86.956522,2.173913,276,20210228,FB
2021022800051630,武財神_LP導購買_20220201,武財神_導購買_LP - 道教興趣,武財神 LandingPage廣告-無公仔,CONVERSIONS,471,3,1,399,,,138.938053,0.353982,3390,20210228,FB
2021022800051631,武財神_LP導購買_20220201,武財神_導購買_LP - 道教興趣,武財神 LandingPage廣告-財運加持組合包,CONVERSIONS,1053,1,5,26795,,,135.208012,0.603493,7788,20210228,FB
2021022800051632,武財神_點燈活動 - 財神公仔無底座,過去四年已購買武德宮的類似受眾,武財神 LandingPage廣告-疫情肆虐不害怕 - 複本,CONVERSIONS,342,,,,,,262.874712,3.074558,1301,20210228,FB
2021022800051633,武財神_點燈活動 - 財神公仔無底座,曾瀏覽武財神LP的人,武財神 LandingPage廣告-疫情肆虐不害怕 - 複本,CONVERSIONS,4,,,,,,190.47619,0,21,20210228,FB
2021022800051634,武財神_點燈活動 - 財神公仔無底座,過去四年已購買武德宮的類似受眾,武財神 LandingPage廣告-牛年加薪就靠祂 - 複本,CONVERSIONS,70,,,,,,177.21519,1.012658,395,20210228,FB
2021022800051635,武財神_點燈活動 - 財神公仔無底座,曾瀏覽武財神LP的人,武財神 LandingPage廣告-牛年加薪就靠祂 - 複本,CONVERSIONS,3,,,,,,230.769231,0,13,20210228,FB
2021022800051636,武財神_點燈活動 - 財神公仔無底座,過去四年已購買武德宮的類似受眾,武財神 LandingPage廣告-加薪升官財運包 - 複本,CONVERSIONS,35,,,,,,149.57265,1.709402,234,20210228,FB
2021022800051637,武財神_點燈活動 - 財神公仔無底座,過去四年已購買武德宮的類似受眾,武財神 LandingPage廣告-財運加持組合包 - 複本,CONVERSIONS,54,1,,,,,194.244604,2.517986,278,20210228,FB
2021022800051638,武財神_點燈活動 - 財神公仔無底座,曾瀏覽武財神LP的人,武財神 LandingPage廣告-財運加持組合包 - 複本,CONVERSIONS,5,,,,,,714.285714,0,7,20210228,FB
2021022800051639,武財神_LP導購買_20220201,武財神_導購買_LP - 複本 - 複本,武財神 LandingPage廣告-加薪升官財運包,CONVERSIONS,136,,,,,,132.942326,1.466276,1023,20210228,FB
2021022800051640,武財神_LP導購買_20220201,武財神_導購買_LP - 複本 - 複本,武財神 LandingPage廣告-財運加持組合包,CONVERSIONS,14,,,,,,341.463415,2.439024,41,20210228,FB
2021022800051641,武財神_LP導購買_20220201,武財神_導購買_LP - 複本 - 複本,武財神 LandingPage廣告-牛年加薪就靠祂,CONVERSIONS,56,,,,,,137.254902,1.960784,408,20210228,FB
2021022800051642,武財神_LP導購買_20220201,武財神_導購買_LP - 複本 - 複本,武財神 LandingPage廣告-疫情肆虐不害怕,CONVERSIONS,1292,6,5,8942,1,120,178.3545,2.388183,7244,20210228,FB
2021022800051643,20210105阿勳APP下載_Android_軟體,android_Lookalike_阿勳貼文廣告有互動,台股高檔(圖),APP_INSTALLS,369,34,,,,,92.342342,2.302302,3996,20210228,FB
2021022800051644,20210105阿勳APP下載_Android_軟體,android_Lookalike_阿勳貼文廣告有互動,介紹APP(影),APP_INSTALLS,21,,,,,,105.527638,0.502513,199,20210228,FB
2021022800051645,20210105阿勳APP下載_iOS_軟體,IOS_Lookalike_阿勳貼文廣告有互動,台股高檔(圖),APP_INSTALLS,895,41,,,,,92.334675,0.990405,9693,20210228,FB
2021022800051646,20210105阿勳APP下載_iOS_軟體,IOS_Lookalike_阿勳貼文廣告有互動,介紹APP(影),APP_INSTALLS,31,1,,,,,107.638889,1.388889,288,20210228,FB
2021022800051647,20210105阿勳APP下載_Android_軟體,android_外部投資興趣,台股高檔(新圖),APP_INSTALLS,1056,69,,,,,96.25376,1.56777,10971,20210228,FB
2021022800051648,20210105阿勳APP下載_iOS_軟體,IOS_外部投資興趣 (股票or價值投資),台股高檔(新圖),APP_INSTALLS,636,55,,,1,790,92.630352,1.412759,6866,20210228,FB
2021022800051649,期貨電子盤_IOS_預算手動,IOS_綜合受眾,IOS_綜合受眾_自動化廣告,APP_INSTALLS,49,2,,,,,87.971275,1.077199,557,20210228,FB
2021022800051650,期貨電子盤_Android_預算手動,Android_綜合受眾,Android_綜合受眾_自動化廣告,APP_INSTALLS,198,6,,,,,66.824165,0.843739,2963,20210228,FB
2021030100051651,武財神_點燈活動,道教興趣,道教興趣,CONVERSIONS,986,,6,31273,,,67.538873,0.726077,14599,20210301,FB
2021030100051652,武財神_點燈活動,過去四年已購買武德宮的受眾,過去四年已購買武德宮的類似受眾,CONVERSIONS,992,,,,,,93.373494,2.211973,10624,20210301,FB
2021030100051653,武財神_APP下載_Android_20200727_素材測試,武財神_Android_25-65+_類似受眾_年訂閱_自動版位,商店頁影片,APP_INSTALLS,961,92,,,,,127.133219,2.394497,7559,20210301,FB
2021030100051654,20200922_艾蜜莉APP_IOS_下載_軟體,財報投資受眾_IOS (便宜價),單一圖片_便宜價,APP_INSTALLS,1191,69,,,,,83.985615,1.403286,14181,20210301,FB
2021030100051655,20200922_艾蜜莉APP_Android_下載_軟體,財報投資受眾_Android (便宜價),單一圖片_便宜價,APP_INSTALLS,2363,153,,,,,88.641308,1.549254,26658,20210301,FB
2021030100051656,20200922_艾蜜莉APP_Android_下載_軟體,基本面受眾_Android (便宜價),圖片_便宜價+紫色功能圖,APP_INSTALLS,3,,,,,,111.111111,3.703704,27,20210301,FB
2021030100051657,2020 Q4 恩如LIKE,波段+(理&投&小)互動類似受眾+排除粉專按讚,影片：年終精簡版,PAGE_LIKES,510,,,,,,88.572421,2.691907,5758,20210301,FB
2021030100051658,20201110_艾蜜莉下載_IOS_自動化廣告_軟體,IOS_自動化廣告,自動化廣告,APP_INSTALLS,3063,150,,,,,104.915225,1.383799,29195,20210301,FB
2021030100051659,20201110_艾蜜莉下載_Android_自動化廣告_軟體,Android_自動化廣告,自動化廣告,APP_INSTALLS,1407,90,,,,,87.860622,1.28013,16014,20210301,FB
2021030100051660,20200922_艾蜜莉APP_IOS_下載_軟體,同學會受眾_IOS (便宜價),圖片_便宜價+紫色功能圖,APP_INSTALLS,106,7,,,,,71.864407,0.745763,1475,20210301,FB
2021030100051661,20200922_艾蜜莉APP_Android_下載_軟體,同學會受眾_Android (便宜價),單一圖片_便宜價,APP_INSTALLS,862,54,,,,,97.798956,1.191287,8814,20210301,FB
2021030100051662,20200922_艾蜜莉APP_IOS_下載_軟體,1%類似_艾蜜莉受眾_IOS (便宜價),單一圖片_便宜價,APP_INSTALLS,622,34,,,,,88.654504,1.539339,7016,20210301,FB
2021030100051663,2020 Q4 恩如LIKE,造訪基本面粉專(180D)+排除粉專按讚,影片：年終精簡版,PAGE_LIKES,633,,,,,,89.571247,1.655582,7067,20210301,FB
2021030100051664,2020 Q4 恩如LIKE,購買開啟安裝強棒APP者(180D)&TW2+排除粉專按讚,影片：年終精簡版,PAGE_LIKES,395,,,,,,136.630924,1.764095,2891,20210301,FB
2021030100051665,2020 Q4 恩如LIKE,恩如類似受眾(@TW1-5%)+排除粉專按讚,影片：年終精簡版,PAGE_LIKES,528,,,,,,101.891162,1.50521,5182,20210301,FB
2021030100051666,2020 Q4 恩如LIKE,恩如類似受眾(@TW5-6%)+排除粉專按讚 - 複本,影片：年終精簡版,PAGE_LIKES,122,,,,,,103.918228,1.192504,1174,20210301,FB
2021030100051667,期貨電子盤_下載_IOS - 興趣期貨受眾,期貨受眾_IOS,期貨受眾_IOS,APP_INSTALLS,91,5,,,,,61.653117,0.745257,1476,20210301,FB
2021030100051668,20200922_艾蜜莉APP_IOS_下載_軟體,1%類似_基本面受眾_IOS (便宜價),單一圖片_便宜價,APP_INSTALLS,402,29,,,,,96.86747,1.518072,4150,20210301,FB
2021030100051669,20200922_艾蜜莉APP_IOS_下載_軟體,價值投資X艾蜜莉粉專最多職業受眾_IOS (便宜價),圖片_便宜價+紫色功能圖,APP_INSTALLS,22,1,,,,,78.853047,0.716846,279,20210301,FB
2021030100051670,大股東_自動化應用程式安裝_android,大股東_自動化受眾_android,商店頁文案圖片,APP_INSTALLS,198,14,,,,,68.75,0.902778,2880,20210301,FB
2021030100051671,大股東_自動化應用程式安裝_iOS,大股東_自動化受眾_ios,商店頁文案圖片,APP_INSTALLS,402,33,,,,,87.486398,1.588683,4595,20210301,FB
2021030100051672,大股東_手動應用程式安裝_iOS,大股東_股票興趣受眾_ios,商店頁文案圖片,APP_INSTALLS,400,44,,,,,66.334992,1.343284,6030,20210301,FB
2021030100051673,大股東_手動應用程式安裝_android,大股東_股票興趣受眾_android,商店頁文案圖片,APP_INSTALLS,201,30,,,,,77.159309,1.612284,2605,20210301,FB
2021030100051674,20210113_阿格力_下載_Android,阿格力_自動化下載廣告_Android,基本功能介紹,APP_INSTALLS,246,25,,,,,71.490846,2.034292,3441,20210301,FB
2021030100051675,20210113_阿格力_下載_IOS,阿格力_自動化下載廣告_IOS,基本功能介紹,APP_INSTALLS,252,28,,,,,71.958881,1.741862,3502,20210301,FB
2021030100051676,20210105阿勳APP下載_Android_軟體,android_外部投資興趣,台股高檔(圖),APP_INSTALLS,396,22,,,,,77.117819,1.713729,5135,20210301,FB
2021030100051677,210115_股市Podcast_下載_自動_X實驗室,210115_股市Podcast_下載_自動,男人素材,APP_INSTALLS,199,25,,,,,57.865659,1.221285,3439,20210301,FB
2021030100051678,2020 Q4 恩如LIKE,恩如類似受眾(@TW5-6%)+排除粉專按讚 - 複本,影片：操盤手課程影音_前半,PAGE_LIKES,914,,,,,,104.361726,2.283626,8758,20210301,FB
2021030100051679,2020 Q4 恩如LIKE,恩如類似受眾(@TW5-6%)+排除粉專按讚 - 複本,影片：操盤手課程影音_後半,PAGE_LIKES,175,,,,,,106.382979,2.12766,1645,20210301,FB
2021030100051680,2020 Q4 恩如LIKE,恩如類似受眾(@TW1-5%)+排除粉專按讚,影片：操盤手課程影音_後半,PAGE_LIKES,689,,,,,,118.486672,2.631126,5815,20210301,FB
2021030100051681,2020 Q4 恩如LIKE,波段+(理&投&小)互動類似受眾+排除粉專按讚,影片：操盤手課程影音_後半,PAGE_LIKES,698,,,,,,104.522312,3.533992,6678,20210301,FB
2021030100051682,2020 Q4 恩如LIKE,造訪基本面粉專(180D)+排除粉專按讚,影片：操盤手課程影音_後半,PAGE_LIKES,574,,,,,,103.163192,3.21711,5564,20210301,FB
2021030100051683,2020 Q4 恩如LIKE,購買開啟安裝強棒APP者(180D)&TW2+排除粉專按讚,影片：操盤手課程影音_後半,PAGE_LIKES,796,,,,,,156.909127,3.567909,5073,20210301,FB
2021030100051684,20210105阿勳APP下載_iOS_軟體,IOS_外部投資興趣 (股票or價值投資),台股高檔(圖),APP_INSTALLS,301,12,,,,,82.988696,1.157982,3627,20210301,FB
2021030100051685,20210105阿勳APP下載_iOS_軟體,IOS_外部投資興趣 (股票or價值投資),財報複雜(圖),APP_INSTALLS,15,1,,,,,99.337748,1.324503,151,20210301,FB
2021030100051686,2021_Q1_艾蜜莉下載_IOS_自動化廣告,20210127_艾蜜莉_IOS,20210127_艾蜜莉下載_IOS_新舊素材,APP_INSTALLS,1391,68,,,,,96.66435,1.514941,14390,20210301,FB
2021030100051687,2021_Q1_艾蜜莉下載_Android_自動化廣告,20210129_艾蜜莉下載_Android_自動化廣告,20210127_艾蜜莉下載_Android_新舊素材,APP_INSTALLS,1882,106,,,,,96.765901,1.768728,19449,20210301,FB
2021030100051688,期貨電子盤_下載_Android - 興趣期貨受眾,期貨受眾_Android,期貨受眾_Android,APP_INSTALLS,37,2,,,,,73.558648,0.596421,503,20210301,FB
2021030100051689,武財神_LP導購買_20220201,武財神_導購買_LP - 道教興趣,武財神 LandingPage廣告-無公仔,CONVERSIONS,430,,2,10459,,,123.66983,0.230083,3477,20210301,FB
2021030100051690,武財神_LP導購買_20220201,武財神_導購買_LP - 道教興趣,武財神 LandingPage廣告-財運加持組合包,CONVERSIONS,1070,1,6,26378,,,122.833199,0.493629,8711,20210301,FB
2021030100051691,武財神_LP導購買_20220201,武財神_導購買_LP - 複本 - 複本,武財神 LandingPage廣告-加薪升官財運包,CONVERSIONS,231,,2,4280,,,124.06015,0.966702,1862,20210301,FB
2021030100051692,武財神_LP導購買_20220201,武財神_導購買_LP - 複本 - 複本,武財神 LandingPage廣告-財運加持組合包,CONVERSIONS,56,,1,590,,,186.046512,1.66113,301,20210301,FB
2021030100051693,武財神_LP導購買_20220201,武財神_導購買_LP - 複本 - 複本,武財神 LandingPage廣告-牛年加薪就靠祂,CONVERSIONS,123,,,,,,122.266402,1.192843,1006,20210301,FB
2021030100051694,武財神_LP導購買_20220201,武財神_導購買_LP - 複本 - 複本,武財神 LandingPage廣告-疫情肆虐不害怕,CONVERSIONS,1052,3,3,6268,,,191.064294,2.015983,5506,20210301,FB
2021030100051695,20210105阿勳APP下載_Android_軟體,android_Lookalike_阿勳貼文廣告有互動,台股高檔(圖),APP_INSTALLS,376,26,,,,,81.191967,1.489959,4631,20210301,FB
2021030100051696,20210105阿勳APP下載_Android_軟體,android_Lookalike_阿勳貼文廣告有互動,介紹APP(影),APP_INSTALLS,19,1,,,,,90.047393,0.947867,211,20210301,FB
2021030100051697,20210105阿勳APP下載_iOS_軟體,IOS_Lookalike_阿勳貼文廣告有互動,台股高檔(圖),APP_INSTALLS,787,29,,,,,82.772402,0.967606,9508,20210301,FB
2021030100051698,20210105阿勳APP下載_iOS_軟體,IOS_Lookalike_阿勳貼文廣告有互動,介紹APP(影),APP_INSTALLS,47,2,,,,,111.638955,1.425178,421,20210301,FB
2021030100051699,20210105阿勳APP下載_Android_軟體,android_外部投資興趣,台股高檔(新圖),APP_INSTALLS,1151,62,,,,,97.303238,1.352608,11829,20210301,FB
2021030100051700,20210105阿勳APP下載_iOS_軟體,IOS_外部投資興趣 (股票or價值投資),台股高檔(新圖),APP_INSTALLS,816,43,,,,,85.976188,0.979876,9491,20210301,FB
2021030100051701,期貨電子盤_IOS_預算手動,IOS_綜合受眾,IOS_綜合受眾_自動化廣告,APP_INSTALLS,77,6,,,,,90.909091,2.243211,847,20210301,FB
2021030100051702,期貨電子盤_Android_預算手動,Android_綜合受眾,Android_綜合受眾_自動化廣告,APP_INSTALLS,198,5,,,,,75.862069,0.727969,2610,20210301,FB
2021030200051703,武財神_點燈活動,道教興趣,道教興趣,CONVERSIONS,193,,7,25431,,,62.117799,0.514966,3107,20210302,FB
2021030200051704,武財神_點燈活動,過去四年已購買武德宮的受眾,過去四年已購買武德宮的類似受眾,CONVERSIONS,242,,,,,,104.355326,2.501078,2319,20210302,FB
2021030200051705,武財神_APP下載_Android_20200727_素材測試,武財神_Android_25-65+_類似受眾_年訂閱_自動版位,商店頁影片,APP_INSTALLS,972,79,,,,,125.225457,2.215924,7762,20210302,FB
2021030200051706,武財神_APP下載_iOS_2020921_求籤圖片,武財神__iOS_25-65+_興趣_道教_自動版位,求籤圖片２,APP_INSTALLS,256,12,,,,,83.578191,1.762977,3063,20210302,FB
2021030200051707,武財神_APP下載_iOS_2020921_上香影片,武財神__iOS_25-65+_興趣_道教_自動版位,Default Name - 應用程式安裝,APP_INSTALLS,256,6,,,,,98.34806,1.152516,2603,20210302,FB
2021030200051708,20200922_艾蜜莉APP_IOS_下載_軟體,財報投資受眾_IOS (便宜價),單一圖片_便宜價,APP_INSTALLS,181,10,,,,,92.252803,0.9684,1962,20210302,FB
2021030200051709,20200922_艾蜜莉APP_Android_下載_軟體,財報投資受眾_Android (便宜價),單一圖片_便宜價,APP_INSTALLS,830,53,,,,,92.017738,1.629712,9020,20210302,FB
2021030200051710,20200922_艾蜜莉APP_Android_下載_軟體,基本面受眾_Android (便宜價),圖片_便宜價+紫色功能圖,APP_INSTALLS,1,,,,,,83.333333,0,12,20210302,FB
2021030200051711,2020 Q4 恩如LIKE,波段+(理&投&小)互動類似受眾+排除粉專按讚,影片：年終精簡版,PAGE_LIKES,273,,,,,,107.905138,2.411067,2530,20210302,FB
2021030200051712,20201110_艾蜜莉下載_IOS_自動化廣告_軟體,IOS_自動化廣告,自動化廣告,APP_INSTALLS,1864,91,,,,,108.101838,1.345474,17243,20210302,FB
2021030200051713,20201110_艾蜜莉下載_Android_自動化廣告_軟體,Android_自動化廣告,自動化廣告,APP_INSTALLS,1111,52,,,,,87.632119,1.072724,12678,20210302,FB
2021030200051714,20200922_艾蜜莉APP_IOS_下載_軟體,同學會受眾_IOS (便宜價),圖片_便宜價+紫色功能圖,APP_INSTALLS,26,3,,,,,78.078078,0.600601,333,20210302,FB
2021030200051715,20200922_艾蜜莉APP_Android_下載_軟體,同學會受眾_Android (便宜價),單一圖片_便宜價,APP_INSTALLS,440,38,,,,,100.548446,1.622486,4376,20210302,FB
2021030200051716,20200922_艾蜜莉APP_IOS_下載_軟體,1%類似_艾蜜莉受眾_IOS (便宜價),單一圖片_便宜價,APP_INSTALLS,598,42,,,,,94.381313,1.215278,6336,20210302,FB
2021030200051717,2020 Q4 恩如LIKE,造訪基本面粉專(180D)+排除粉專按讚,影片：年終精簡版,PAGE_LIKES,347,,,,,,100.434153,1.649783,3455,20210302,FB
2021030200051718,2020 Q4 恩如LIKE,購買開啟安裝強棒APP者(180D)&TW2+排除粉專按讚,影片：年終精簡版,PAGE_LIKES,185,,,,,,147.527911,3.030303,1254,20210302,FB
2021030200051719,2020 Q4 恩如LIKE,恩如類似受眾(@TW1-5%)+排除粉專按讚,影片：年終精簡版,PAGE_LIKES,225,,,,,,116.519938,2.485759,1931,20210302,FB
2021030200051720,2020 Q4 恩如LIKE,恩如類似受眾(@TW5-6%)+排除粉專按讚 - 複本,影片：年終精簡版,PAGE_LIKES,66,,,,,,116.607774,1.766784,566,20210302,FB
2021030200051721,期貨電子盤_下載_IOS - 興趣期貨受眾,期貨受眾_IOS,期貨受眾_IOS,APP_INSTALLS,32,3,,,,,38.694075,0.604595,827,20210302,FB
2021030200051722,20200922_艾蜜莉APP_IOS_下載_軟體,1%類似_基本面受眾_IOS (便宜價),單一圖片_便宜價,APP_INSTALLS,265,26,,,,,104.660348,1.698262,2532,20210302,FB
2021030200051723,20200922_艾蜜莉APP_IOS_下載_軟體,價值投資X艾蜜莉粉專最多職業受眾_IOS (便宜價),圖片_便宜價+紫色功能圖,APP_INSTALLS,10,2,,,,,90.909091,1.818182,110,20210302,FB
2021030200051724,大股東_自動化應用程式安裝_android,大股東_自動化受眾_android,商店頁文案圖片,APP_INSTALLS,198,15,,,,,77.192982,0.974659,2565,20210302,FB
2021030200051725,大股東_自動化應用程式安裝_iOS,大股東_自動化受眾_ios,商店頁文案圖片,APP_INSTALLS,391,19,,,,,91.248541,1.003501,4285,20210302,FB
2021030200051726,大股東_手動應用程式安裝_iOS,大股東_股票興趣受眾_ios,商店頁文案圖片,APP_INSTALLS,392,33,,,,,75.225485,1.017079,5211,20210302,FB
2021030200051727,大股東_手動應用程式安裝_android,大股東_股票興趣受眾_android,商店頁文案圖片,APP_INSTALLS,194,10,,,,,82.273113,0.890585,2358,20210302,FB
2021030200051728,20210113_阿格力_下載_Android,阿格力_自動化下載廣告_Android,基本功能介紹,APP_INSTALLS,241,29,,,,,80.764075,1.776139,2984,20210302,FB
2021030200051729,20210113_阿格力_下載_IOS,阿格力_自動化下載廣告_IOS,基本功能介紹,APP_INSTALLS,245,28,,,,,79.365079,1.749271,3087,20210302,FB
2021030200051730,20210105阿勳APP下載_Android_軟體,android_外部投資興趣,台股高檔(圖),APP_INSTALLS,343,14,,,,,79.19649,1.293004,4331,20210302,FB
